ID;Condição;Chutes;Chutes a gol;Posse de bola;Passes;Faltas;Cartões amarelos;Cartões vermelhos;Impedimentos;Escanteios
6294;Visitante;14;0;56%;425;12;1;0;1;6
6291;Mandante;12;0;53%;437;15;4;0;0;11
6291;Visitante;10;0;47%;398;4;2;1;2;11
6298;Mandante;7;0;59%;474;12;2;0;2;6
6298;Visitante;8;0;41%;354;14;2;0;2;3
6299;Mandante;17;0;73%;627;12;2;0;2;10
6299;Visitante;8;0;27%;245;21;3;0;3;0
6301;Mandante;14;0;41%;284;22;2;0;2;9
6301;Visitante;9;0;59%;432;17;4;0;1;2
6300;Mandante;9;0;53%;415;22;1;0;2;5
6300;Visitante;8;0;47%;368;22;5;0;0;5
6302;Mandante;9;0;40%;348;14;3;0;2;5
6302;Visitante;10;0;60%;498;14;4;0;1;7
6308;Mandante;12;0;45%;379;6;0;0;2;3
6308;Visitante;7;0;55%;437;12;1;0;0;8
6305;Mandante;14;0;57%;464;8;2;0;2;9
6305;Visitante;6;0;43%;357;10;5;2;3;6
6309;Mandante;14;0;44%;372;13;2;0;4;2
6309;Visitante;13;0;56%;477;10;2;0;2;5
6303;Mandante;14;0;45%;379;16;2;0;0;6
6303;Visitante;11;0;55%;438;16;2;0;4;6
6304;Mandante;12;0;38%;294;17;3;0;3;9
6304;Visitante;11;0;62%;490;19;4;0;2;5
6307;Mandante;18;0;55%;416;15;2;0;2;3
6307;Visitante;5;0;45%;364;12;0;1;2;6
6306;Mandante;9;0;38%;260;19;7;1;1;5
6306;Visitante;9;0;62%;407;23;3;0;2;5
6310;Mandante;7;0;52%;437;27;4;0;0;0
6310;Visitante;14;0;48%;405;15;3;0;2;4
6311;Mandante;14;0;54%;538;13;1;0;2;3
6311;Visitante;13;0;46%;426;12;3;0;0;8
6316;Mandante;19;0;66%;488;16;2;0;0;13
6316;Visitante;8;0;34%;278;18;4;0;4;2
6317;Mandante;18;0;61%;490;8;1;0;3;5
6317;Visitante;11;0;39%;324;17;4;0;1;6
6319;Mandante;14;0;48%;307;26;5;0;2;4
6319;Visitante;7;0;52%;334;21;6;0;0;5
6312;Mandante;15;0;43%;369;19;2;0;2;5
6312;Visitante;12;0;57%;498;8;2;0;5;5
6314;Mandante;12;0;53%;385;21;3;0;3;9
6314;Visitante;14;0;47%;367;14;3;0;0;4
6313;Mandante;14;0;56%;402;13;1;0;2;7
6313;Visitante;9;0;44%;315;17;2;0;0;3
6318;Mandante;9;0;46%;374;17;3;0;2;4
6318;Visitante;15;0;54%;414;8;0;0;1;6
6315;Mandante;7;0;49%;458;13;0;1;0;3
6315;Visitante;16;0;51%;446;13;1;1;3;6
6321;Mandante;21;0;51%;376;16;2;0;3;8
6321;Visitante;9;0;49%;382;11;2;1;1;4
6320;Mandante;14;0;49%;412;6;1;0;4;9
6320;Visitante;10;0;51%;443;11;2;0;0;1
6322;Mandante;11;0;58%;464;12;1;0;4;4
6322;Visitante;8;0;42%;342;16;3;0;1;0
6325;Mandante;14;0;41%;289;18;4;1;2;6
6325;Visitante;8;0;59%;444;18;6;2;5;3
6328;Mandante;21;0;70%;478;17;2;0;8;9
6328;Visitante;4;0;30%;217;27;3;0;0;2
6329;Mandante;19;0;54%;442;24;3;0;9;6
6329;Visitante;11;0;46%;386;12;2;0;0;4
6324;Mandante;18;0;46%;436;9;3;0;4;3
6324;Visitante;3;0;54%;526;15;3;0;0;5
6327;Mandante;19;0;62%;423;15;1;0;0;4
6327;Visitante;13;0;38%;267;11;5;1;3;5
6323;Mandante;10;0;42%;320;17;1;1;6;8
6323;Visitante;13;0;58%;445;15;4;0;1;7
6326;Mandante;13;0;48%;314;17;0;0;0;2
6326;Visitante;10;0;52%;336;17;5;0;2;7
6331;Mandante;20;0;59%;488;14;2;0;3;5
6331;Visitante;6;0;41%;352;11;3;0;2;3
6336;Mandante;13;0;59%;517;8;2;0;2;9
6336;Visitante;7;0;41%;375;16;5;0;1;0
6334;Mandante;13;0;42%;293;23;6;0;0;4
6334;Visitante;13;0;58%;407;16;1;0;4;4
6332;Mandante;15;0;33%;228;14;1;0;1;4
6332;Visitante;11;0;67%;479;10;1;0;2;3
6335;Mandante;16;0;59%;404;18;2;0;1;8
6335;Visitante;9;0;41%;306;17;3;0;0;6
6333;Mandante;7;3;42%;340;16;0;0;1;3
6333;Visitante;10;1;58%;462;21;4;0;2;5
6330;Mandante;5;0;51%;384;20;5;0;3;0
6330;Visitante;19;0;49%;365;7;2;0;5;11
6337;Mandante;12;0;57%;388;16;4;0;2;8
6337;Visitante;10;0;43%;306;19;5;0;1;0
6338;Mandante;17;0;63%;620;9;1;0;3;6
6338;Visitante;13;0;37%;367;10;5;0;6;4
6339;Mandante;14;0;49%;462;14;3;0;0;9
6339;Visitante;12;0;51%;474;4;3;1;1;11
6341;Mandante;11;0;54%;379;14;3;0;2;1
6341;Visitante;17;0;46%;330;29;4;0;1;5
6340;Mandante;14;0;45%;280;24;1;1;4;5
6340;Visitante;14;0;55%;348;16;3;0;2;3
6347;Mandante;17;10;46%;369;30;3;0;2;6
6347;Visitante;9;3;54%;428;27;3;0;2;2
6345;Mandante;21;8;49%;426;13;2;0;1;7
6345;Visitante;6;0;51%;430;14;1;0;0;3
6344;Mandante;11;0;56%;470;11;2;0;5;7
6344;Visitante;12;0;44%;389;12;1;0;1;5
6346;Mandante;17;0;63%;459;19;0;0;0;5
6346;Visitante;8;0;37%;286;24;2;0;0;1
6342;Mandante;17;0;48%;401;11;1;1;3;4
6342;Visitante;16;0;52%;427;16;1;0;2;7
6343;Mandante;15;0;57%;489;17;3;0;2;5
6343;Visitante;21;0;43%;369;13;2;1;1;3
6348;Mandante;16;0;61%;559;9;0;0;4;3
6348;Visitante;10;0;39%;374;8;1;0;1;1
6349;Mandante;11;0;44%;429;13;0;0;1;4
6349;Visitante;7;0;56%;545;8;0;1;1;7
6351;Mandante;20;9;54%;478;4;1;0;2;7
6351;Visitante;12;4;46%;427;21;3;0;1;5
6352;Mandante;15;0;62%;461;11;1;0;5;4
6352;Visitante;9;0;38%;279;18;2;0;1;4
6350;Mandante;16;0;38%;281;24;5;0;3;4
6350;Visitante;8;0;62%;485;20;2;0;1;4
6353;Mandante;14;0;53%;452;15;2;0;1;11
6353;Visitante;9;0;47%;433;9;1;0;1;1
6357;Mandante;8;0;56%;509;19;3;0;1;1
6357;Visitante;8;0;44%;397;20;1;1;6;6
6359;Mandante;12;0;40%;344;17;4;1;2;3
6359;Visitante;15;0;60%;525;21;3;0;1;3
6354;Mandante;10;0;53%;397;17;1;0;1;2
6354;Visitante;12;0;47%;367;16;2;0;1;4
6355;Mandante;20;0;53%;454;12;1;0;4;3
6355;Visitante;11;0;47%;416;16;2;0;4;9
6358;Mandante;17;0;44%;363;14;4;0;0;8
6358;Visitante;15;0;56%;485;11;4;0;0;5
6356;Mandante;17;0;59%;552;15;2;0;0;6
6356;Visitante;7;0;41%;409;12;1;0;2;5
6363;Mandante;16;0;57%;541;10;1;0;3;4
6363;Visitante;9;0;43%;415;15;2;0;2;2
6360;Mandante;10;0;51%;315;16;3;0;1;4
6360;Visitante;15;0;49%;325;16;3;0;0;3
6362;Mandante;2;0;51%;354;20;3;0;2;7
6362;Visitante;11;0;49%;330;17;5;0;0;4
6361;Mandante;11;0;64%;424;13;2;0;3;7
6361;Visitante;6;0;36%;247;29;5;0;2;6
6364;Mandante;17;0;56%;402;13;3;0;2;7
6364;Visitante;5;0;44%;341;12;4;1;1;4
6369;Mandante;13;0;46%;281;15;3;0;6;6
6369;Visitante;8;0;54%;325;18;3;1;3;4
6368;Mandante;11;0;52%;506;12;0;0;0;6
6368;Visitante;6;0;48%;474;12;0;1;1;1
6365;Mandante;16;0;59%;497;11;1;0;5;11
6365;Visitante;9;0;41%;363;15;0;0;1;2
6366;Mandante;13;3;48%;444;18;2;0;0;13
6366;Visitante;14;5;52%;472;22;4;1;2;5
6367;Mandante;14;0;34%;267;16;3;0;3;4
6367;Visitante;14;0;66%;520;12;3;0;2;5
6373;Mandante;11;0;55%;439;20;2;0;0;4
6373;Visitante;13;0;45%;360;20;4;0;4;6
6372;Mandante;10;0;67%;698;5;0;0;1;6
6372;Visitante;10;0;33%;331;17;3;0;2;7
6370;Mandante;18;0;59%;467;21;1;0;1;7
6370;Visitante;21;0;41%;322;10;2;0;1;4
6371;Mandante;13;5;60%;522;12;3;0;3;6
6371;Visitante;18;3;40%;351;14;3;0;2;5
6379;Mandante;15;0;57%;422;29;1;0;1;8
6379;Visitante;9;0;43%;333;13;4;0;3;2
6377;Mandante;13;0;65%;581;16;1;0;4;5
6377;Visitante;11;0;35%;323;14;0;0;1;2
6376;Mandante;18;0;44%;446;5;1;0;4;6
6376;Visitante;13;0;56%;577;12;2;0;0;2
6375;Mandante;13;0;31%;243;14;2;0;4;10
6375;Visitante;13;0;69%;562;13;4;0;2;6
6374;Mandante;9;0;55%;237;22;3;1;3;11
6374;Visitante;11;0;45%;203;19;2;0;8;7
6378;Mandante;13;0;48%;426;8;2;0;1;8
6378;Visitante;8;0;52%;460;16;3;1;2;4
6380;Mandante;21;0;47%;369;13;2;0;3;13
6380;Visitante;15;0;53%;410;15;4;0;3;13
6383;Mandante;12;0;62%;484;20;1;0;4;5
6383;Visitante;11;0;38%;316;18;1;0;0;3
6384;Mandante;13;0;68%;534;18;4;0;3;5
6384;Visitante;7;0;32%;262;24;4;0;2;1
6382;Mandante;11;0;40%;265;12;4;0;1;6
6382;Visitante;14;0;60%;392;13;1;0;0;8
6381;Mandante;14;0;47%;363;13;2;0;5;1
6381;Visitante;12;0;53%;395;15;4;2;4;4
6388;Mandante;21;0;63%;499;20;3;0;3;9
6388;Visitante;8;0;37%;293;21;4;1;2;4
6387;Mandante;18;0;43%;318;16;4;0;4;9
6387;Visitante;11;0;57%;433;14;2;1;7;3
6389;Mandante;18;0;45%;418;7;0;0;3;5
6389;Visitante;10;0;55%;516;9;0;0;4;5
6386;Mandante;13;0;59%;471;20;2;0;2;6
6386;Visitante;11;0;41%;327;11;1;1;1;3
6385;Mandante;14;0;40%;305;12;1;1;6;8
6385;Visitante;14;0;60%;442;15;3;0;0;6
6390;Mandante;10;0;51%;438;20;2;0;1;1
6390;Visitante;15;0;49%;433;13;1;0;2;2
6399;Mandante;21;0;54%;338;21;4;1;3;7
6399;Visitante;8;0;46%;306;10;4;0;1;9
6393;Mandante;18;0;73%;629;16;3;0;3;6
6393;Visitante;12;0;27%;242;12;3;0;1;2
6398;Mandante;13;0;43%;322;21;4;0;2;6
6398;Visitante;11;0;57%;419;13;2;0;0;4
6392;Mandante;14;0;51%;400;13;1;0;3;4
6392;Visitante;6;0;49%;397;15;3;0;1;5
6395;Mandante;13;0;51%;459;10;2;0;0;3
6395;Visitante;19;0;49%;441;10;2;0;3;9
6394;Mandante;15;0;59%;501;19;3;0;0;8
6394;Visitante;12;0;41%;360;23;3;0;2;3
6397;Mandante;9;0;56%;515;11;2;0;2;5
6397;Visitante;13;0;44%;400;6;3;0;2;5
6396;Mandante;10;0;37%;282;13;3;0;2;3
6396;Visitante;8;0;63%;480;21;3;1;1;5
6391;Mandante;20;0;54%;461;10;3;0;3;10
6391;Visitante;7;0;46%;411;20;2;0;2;5
6402;Mandante;19;0;65%;526;16;1;0;0;4
6402;Visitante;12;0;35%;289;26;4;0;6;2
6400;Mandante;8;0;43%;369;13;3;1;0;3
6400;Visitante;14;0;57%;486;20;4;0;1;3
6401;Mandante;10;0;48%;333;19;1;0;0;8
6401;Visitante;4;0;52%;371;27;1;1;1;2
6408;Mandante;13;0;45%;399;14;6;0;4;8
6408;Visitante;8;0;55%;484;17;3;0;2;4
6405;Mandante;21;0;57%;504;12;2;0;2;3
6405;Visitante;4;0;43%;387;13;3;0;1;2
6407;Mandante;4;0;43%;397;10;3;0;3;3
6407;Visitante;15;0;57%;522;11;5;0;0;3
6406;Mandante;11;0;66%;438;17;5;0;0;4
6406;Visitante;14;0;34%;234;17;3;0;2;3
6409;Mandante;16;0;47%;307;14;3;0;1;10
6409;Visitante;9;0;53%;349;12;2;0;3;2
6404;Mandante;6;0;70%;495;22;3;0;4;6
6404;Visitante;7;0;30%;225;27;3;0;4;2
6403;Mandante;17;0;40%;372;16;1;0;2;2
6403;Visitante;10;0;60%;546;14;3;0;1;4
6415;Mandante;13;0;51%;381;11;2;0;4;9
6415;Visitante;6;0;49%;399;13;1;0;2;3
6416;Mandante;15;0;65%;559;16;0;0;1;1
6416;Visitante;14;0;35%;304;20;1;0;4;5
6413;Mandante;17;0;39%;262;16;4;0;0;7
6413;Visitante;8;0;61%;421;18;4;0;1;5
6417;Mandante;12;0;49%;440;10;0;0;4;7
6417;Visitante;15;0;51%;442;10;1;0;3;5
6419;Mandante;14;0;48%;358;21;4;0;4;9
6419;Visitante;4;0;52%;402;12;2;0;2;5
6418;Mandante;6;0;36%;309;12;4;0;1;2
6418;Visitante;6;0;64%;540;21;1;0;0;3
6410;Mandante;14;0;78%;761;11;2;0;2;4
6410;Visitante;11;0;22%;216;14;2;0;1;2
6412;Mandante;14;0;60%;553;7;0;0;2;5
6412;Visitante;10;0;40%;364;11;0;0;0;4
6414;Mandante;13;0;54%;341;12;3;0;3;7
6414;Visitante;7;0;46%;314;13;1;0;3;4
6411;Mandante;6;0;47%;295;20;1;0;1;4
6411;Visitante;7;0;53%;327;15;0;1;3;3
6423;Mandante;12;6;65%;577;14;1;0;2;8
6423;Visitante;4;0;35%;316;17;3;1;0;1
6422;Mandante;11;0;56%;553;18;2;0;2;4
6422;Visitante;1;0;44%;437;15;1;1;3;4
6420;Mandante;23;0;40%;361;18;2;0;3;4
6420;Visitante;12;0;60%;517;12;2;0;5;2
6421;Mandante;15;0;51%;444;19;1;0;1;5
6421;Visitante;6;0;49%;442;23;2;2;4;0
6428;Mandante;7;0;38%;227;11;3;0;6;6
6428;Visitante;11;0;62%;380;17;0;0;1;1
6429;Mandante;11;0;67%;590;7;1;0;3;7
6429;Visitante;6;0;33%;310;10;5;0;3;4
6426;Mandante;13;0;54%;376;8;2;0;1;6
6426;Visitante;20;0;46%;332;21;5;0;1;9
6425;Mandante;15;0;61%;579;12;1;0;2;10
6425;Visitante;6;0;39%;391;20;4;0;3;2
6427;Mandante;17;0;39%;317;8;0;0;2;8
6427;Visitante;14;0;61%;490;9;0;0;4;15
6424;Mandante;12;0;69%;494;14;3;0;1;9
6424;Visitante;6;0;31%;227;20;3;1;1;4
6432;Mandante;11;0;34%;268;21;3;0;3;4
6432;Visitante;11;0;66%;497;16;4;0;3;6
6431;Mandante;15;0;58%;462;20;3;0;0;6
6431;Visitante;10;0;42%;341;23;5;0;0;5
6430;Mandante;17;0;70%;533;11;3;0;1;5
6430;Visitante;13;0;30%;229;14;1;0;1;4
6438;Mandante;12;0;59%;622;12;5;0;6;2
6438;Visitante;4;0;41%;451;15;2;0;3;1
6433;Mandante;9;0;42%;391;18;3;0;1;5
6433;Visitante;25;0;58%;523;7;1;0;3;14
6439;Mandante;10;0;34%;270;20;4;1;5;5
6439;Visitante;13;0;66%;529;24;4;0;3;5
6435;Mandante;18;0;62%;495;12;0;0;3;6
6435;Visitante;9;0;38%;313;26;4;0;1;2
6437;Mandante;17;0;54%;406;11;4;0;0;11
6437;Visitante;12;0;46%;362;16;6;1;2;5
6436;Mandante;20;0;44%;434;17;3;0;4;11
6436;Visitante;14;0;56%;535;8;2;0;4;5
6434;Mandante;13;0;56%;537;14;3;0;1;10
6434;Visitante;19;0;44%;443;10;2;0;5;1
6441;Mandante;13;0;46%;403;21;2;0;2;7
6441;Visitante;8;0;54%;484;12;3;1;1;2
6444;Mandante;10;3;34%;333;8;2;0;5;3
6444;Visitante;16;4;66%;645;12;2;0;1;5
6440;Mandante;8;0;63%;536;10;4;1;3;2
6440;Visitante;12;0;37%;318;24;1;0;3;5
6443;Mandante;12;0;54%;420;22;4;0;1;4
6443;Visitante;7;0;46%;373;18;1;1;3;1
6446;Mandante;9;0;34%;282;16;2;0;3;1
6446;Visitante;20;0;66%;537;15;3;0;1;7
6445;Mandante;15;0;53%;390;20;1;0;1;8
6445;Visitante;14;0;47%;360;12;0;0;3;4
6442;Mandante;13;0;51%;419;18;2;0;0;6
6442;Visitante;11;0;49%;407;12;2;0;1;3
6447;Mandante;14;0;58%;562;23;3;0;0;5
6447;Visitante;6;0;42%;411;15;3;0;1;3
6449;Mandante;11;0;52%;430;14;3;0;3;7
6449;Visitante;10;0;48%;426;13;1;0;1;5
6448;Mandante;15;0;55%;530;8;1;0;0;5
6448;Visitante;10;0;45%;449;14;5;0;1;4
6450;Mandante;27;0;66%;544;7;1;0;1;15
6450;Visitante;6;0;34%;293;9;1;0;1;4
6452;Mandante;10;8;48%;426;17;2;0;3;7
6452;Visitante;11;4;52%;447;17;1;0;1;5
6451;Mandante;17;0;66%;527;16;1;0;0;9
6451;Visitante;4;0;34%;298;19;4;0;1;1
6455;Mandante;18;0;61%;518;19;2;0;1;8
6455;Visitante;6;0;39%;346;13;1;1;1;2
6454;Mandante;11;0;56%;581;7;2;0;4;8
6454;Visitante;12;0;44%;479;12;1;0;0;1
6456;Mandante;15;3;44%;377;16;1;0;0;2
6456;Visitante;6;0;56%;459;17;1;0;0;7
6453;Mandante;16;0;43%;342;21;4;0;1;4
6453;Visitante;16;0;57%;447;18;6;0;2;5
6459;Mandante;15;0;45%;335;18;2;0;3;13
6459;Visitante;8;0;55%;403;21;5;0;3;2
6457;Mandante;12;0;55%;572;19;0;0;1;4
6457;Visitante;13;0;45%;471;18;3;0;4;2
6458;Mandante;13;0;49%;457;9;1;0;2;5
6458;Visitante;11;0;51%;454;14;1;0;0;5
6465;Mandante;9;1;48%;418;30;5;0;3;7
6465;Visitante;13;0;52%;449;15;2;0;4;4
6462;Mandante;14;0;67%;648;14;0;0;0;7
6462;Visitante;3;0;33%;331;14;2;0;3;3
6466;Mandante;8;0;52%;385;25;5;1;1;6
6466;Visitante;17;0;48%;368;15;2;0;2;2
6461;Mandante;19;0;51%;387;17;4;0;1;6
6461;Visitante;15;0;49%;376;23;5;0;1;9
6460;Mandante;17;0;62%;593;16;2;0;4;0
6460;Visitante;11;0;38%;373;19;5;0;5;2
6464;Mandante;17;0;37%;257;16;2;0;0;5
6464;Visitante;12;0;63%;456;19;1;0;1;5
6463;Mandante;5;0;51%;419;11;1;0;3;9
6463;Visitante;14;0;49%;399;23;3;0;2;7
6469;Mandante;14;0;55%;529;7;1;0;5;3
6469;Visitante;13;0;45%;433;15;3;0;2;7
6468;Mandante;16;0;45%;330;24;5;0;3;4
6468;Visitante;11;0;55%;415;19;4;0;1;1
6467;Mandante;17;0;51%;391;14;2;0;1;5
6467;Visitante;5;0;49%;384;18;3;0;1;2
6471;Mandante;12;4;61%;561;12;0;0;0;4
6471;Visitante;10;1;39%;363;18;2;0;0;2
6470;Mandante;8;0;45%;439;12;3;0;0;2
6470;Visitante;12;0;55%;520;11;0;0;3;3
6472;Mandante;20;0;76%;718;13;2;0;1;11
6472;Visitante;6;0;24%;238;12;5;0;3;3
6474;Mandante;18;0;51%;354;20;2;0;1;9
6474;Visitante;13;0;49%;374;14;3;0;2;2
6477;Mandante;7;0;53%;499;12;1;0;2;7
6477;Visitante;11;0;47%;441;12;1;0;1;5
6479;Mandante;11;0;40%;270;16;1;0;1;2
6479;Visitante;10;0;60%;386;19;6;0;1;5
6473;Mandante;12;0;52%;502;10;1;0;2;2
6473;Visitante;10;0;48%;477;17;3;0;2;4
6476;Mandante;7;0;38%;310;11;1;1;1;2
6476;Visitante;15;0;62%;479;12;2;0;1;7
6475;Mandante;27;0;72%;662;14;2;1;0;10
6475;Visitante;8;0;28%;271;13;4;1;0;2
6478;Mandante;12;0;60%;541;12;2;0;4;3
6478;Visitante;10;0;40%;372;9;0;0;3;5
6482;Mandante;12;0;51%;464;16;2;0;1;3
6482;Visitante;19;0;49%;432;15;3;0;1;9
6483;Mandante;10;0;60%;461;22;3;0;0;9
6483;Visitante;7;0;40%;312;22;4;0;1;3
6480;Mandante;26;0;61%;548;9;4;0;1;6
6480;Visitante;6;0;39%;384;10;2;1;0;1
6481;Mandante;13;4;62%;546;12;1;0;1;4
6481;Visitante;6;5;38%;337;17;2;0;2;4
6485;Mandante;18;0;55%;411;18;4;1;4;7
6485;Visitante;9;0;45%;358;26;3;1;1;0
6484;Mandante;13;0;52%;358;20;3;0;5;6
6484;Visitante;18;0;48%;338;18;1;0;1;8
6486;Mandante;12;0;69%;489;15;4;1;4;7
6486;Visitante;11;0;31%;229;15;5;3;1;4
6488;Mandante;16;0;51%;368;19;4;0;3;2
6488;Visitante;8;0;49%;373;18;4;0;2;2
6487;Mandante;8;0;37%;282;17;2;0;1;4
6487;Visitante;16;0;63%;474;17;2;0;0;4
6489;Mandante;16;0;48%;451;19;1;0;0;6
6489;Visitante;12;0;52%;501;11;2;0;0;3
6497;Mandante;10;0;55%;422;22;5;0;5;3
6497;Visitante;10;0;45%;357;22;2;0;2;2
6490;Mandante;8;0;46%;376;19;2;0;0;7
6490;Visitante;17;0;54%;452;15;2;0;0;5
6494;Mandante;12;3;53%;498;9;0;0;2;4
6494;Visitante;9;4;47%;449;15;2;0;0;4
6492;Mandante;22;0;46%;434;17;2;0;2;5
6492;Visitante;10;0;54%;481;20;2;0;1;2
6495;Mandante;12;0;54%;424;25;3;0;3;9
6495;Visitante;8;0;46%;396;8;3;1;0;3
6496;Mandante;20;0;61%;617;10;1;0;2;9
6496;Visitante;12;0;39%;398;10;3;0;0;5
6491;Mandante;9;0;39%;291;14;4;0;1;6
6491;Visitante;9;0;61%;462;19;3;0;2;4
6493;Mandante;15;0;62%;538;9;0;0;0;9
6493;Visitante;9;0;38%;336;9;0;0;4;5
6499;Mandante;12;0;45%;399;23;2;0;6;7
6499;Visitante;15;0;55%;494;12;1;0;1;5
6498;Mandante;12;0;43%;410;12;2;0;5;4
6498;Visitante;16;0;57%;547;7;0;1;1;9
6502;Mandante;22;0;60%;521;18;1;0;2;2
6502;Visitante;13;0;40%;349;24;3;1;0;3
6501;Mandante;10;5;33%;323;16;2;0;1;3
6501;Visitante;7;3;67%;652;7;1;0;2;5
6500;Mandante;17;0;49%;395;17;0;0;3;3
6500;Visitante;15;0;51%;415;12;3;0;1;3
6505;Mandante;25;0;52%;344;20;1;0;2;11
6505;Visitante;10;0;48%;336;18;4;0;2;2
6504;Mandante;20;0;53%;488;9;0;0;1;10
6504;Visitante;9;0;47%;445;17;1;0;1;3
6506;Mandante;12;0;61%;562;15;2;0;1;4
6506;Visitante;10;0;39%;363;15;2;0;4;6
6503;Mandante;30;0;62%;501;9;1;0;0;14
6503;Visitante;8;0;38%;315;19;2;1;1;2
6507;Mandante;16;0;41%;277;16;3;0;4;7
6507;Visitante;19;0;59%;370;15;0;0;0;12
6509;Mandante;10;0;35%;345;12;2;0;2;2
6509;Visitante;19;0;65%;617;12;0;0;4;7
6508;Mandante;17;0;56%;572;13;0;0;4;5
6508;Visitante;7;0;44%;453;16;2;0;2;1
6510;Mandante;21;0;68%;663;6;0;0;4;6
6510;Visitante;11;0;32%;316;8;1;0;1;4
6514;Mandante;15;0;64%;473;11;4;0;3;12
6514;Visitante;7;0;36%;294;14;4;0;0;2
6512;Mandante;20;0;65%;513;12;0;0;5;14
6512;Visitante;9;0;35%;296;14;1;0;0;1
6515;Mandante;14;0;48%;427;13;1;0;2;7
6515;Visitante;9;0;52%;483;12;0;0;2;3
6516;Mandante;22;0;52%;501;9;1;0;0;4
6516;Visitante;17;0;48%;479;11;1;0;3;3
6513;Mandante;9;0;49%;456;24;3;0;4;3
6513;Visitante;10;0;51%;479;11;1;0;2;2
6511;Mandante;11;3;51%;315;16;2;0;3;5
6511;Visitante;13;4;49%;305;17;2;0;3;5
6519;Mandante;21;0;63%;557;11;3;1;1;2
6519;Visitante;15;0;37%;334;17;4;0;4;3
6518;Mandante;21;0;63%;511;9;0;0;2;3
6518;Visitante;8;0;37%;313;19;2;0;0;3
6517;Mandante;14;0;56%;355;13;1;1;1;7
6517;Visitante;10;0;44%;301;27;5;0;1;5
6521;Mandante;20;0;51%;390;13;4;0;1;5
6521;Visitante;10;0;49%;384;14;2;0;3;6
6520;Mandante;18;0;62%;537;14;3;0;2;12
6520;Visitante;9;0;38%;338;16;1;0;2;1
6524;Mandante;17;0;58%;476;19;3;0;3;2
6524;Visitante;7;0;42%;354;17;3;0;5;4
6527;Mandante;19;0;57%;505;9;0;0;0;8
6527;Visitante;18;0;43%;400;14;1;0;2;3
6523;Mandante;14;0;61%;469;17;3;0;3;8
6523;Visitante;15;0;39%;320;22;2;0;0;3
6525;Mandante;18;12;48%;461;12;1;0;4;6
6525;Visitante;7;1;52%;480;16;0;1;3;7
6526;Mandante;22;0;62%;450;21;4;1;1;13
6526;Visitante;15;0;38%;299;18;3;0;0;4
6528;Mandante;11;0;64%;558;8;2;0;1;4
6528;Visitante;8;0;36%;305;14;2;1;0;10
6529;Mandante;15;0;57%;494;22;3;0;0;13
6529;Visitante;7;0;43%;382;10;2;0;3;2
6522;Mandante;8;0;51%;368;19;3;0;4;4
6522;Visitante;16;0;49%;370;23;4;0;4;3
6533;Mandante;21;0;41%;373;11;1;0;1;8
6533;Visitante;7;0;59%;550;22;1;0;1;0
6536;Mandante;20;0;66%;472;22;4;0;3;7
6536;Visitante;8;0;34%;260;19;2;2;2;3
6534;Mandante;17;0;36%;375;10;3;0;2;4
6534;Visitante;18;0;64%;655;14;3;0;3;5
6532;Mandante;12;3;52%;345;22;3;0;2;7
6532;Visitante;8;2;48%;336;16;2;0;2;3
6530;Mandante;15;0;47%;339;19;4;0;2;8
6530;Visitante;7;0;53%;401;20;6;0;1;3
6535;Mandante;19;0;43%;383;17;4;0;1;7
6535;Visitante;9;0;57%;508;15;3;0;1;4
6531;Mandante;14;0;59%;539;10;2;0;3;8
6531;Visitante;8;0;41%;381;13;1;0;2;4
6539;Mandante;9;0;57%;453;15;2;0;4;8
6539;Visitante;13;0;43%;355;16;1;0;2;0
6538;Mandante;14;0;63%;513;26;1;0;1;4
6538;Visitante;8;0;37%;302;24;1;0;4;3
6537;Mandante;12;0;45%;373;15;0;0;2;9
6537;Visitante;20;0;55%;438;9;0;0;6;9
6540;Mandante;13;0;56%;467;14;1;0;6;10
6540;Visitante;5;0;44%;373;19;2;0;1;2
6541;Mandante;15;2;56%;484;9;2;0;1;6
6541;Visitante;11;0;44%;386;12;2;0;1;6
6543;Mandante;18;0;60%;366;12;3;0;5;8
6543;Visitante;20;0;40%;238;18;2;1;5;10
6546;Mandante;19;0;55%;371;11;4;0;3;12
6546;Visitante;11;0;45%;335;11;5;0;1;3
6548;Mandante;9;0;64%;639;13;1;0;1;11
6548;Visitante;11;0;36%;359;12;1;0;1;6
6547;Mandante;22;0;65%;480;20;3;0;0;6
6547;Visitante;6;0;35%;277;16;2;1;3;2
6545;Mandante;17;0;49%;450;15;2;0;1;6
6545;Visitante;13;0;51%;475;10;3;0;5;7
6544;Mandante;10;0;45%;401;11;1;0;1;6
6544;Visitante;15;0;55%;477;13;3;0;2;6
6542;Mandante;17;0;54%;407;18;2;1;1;4
6542;Visitante;9;0;46%;361;21;4;1;1;2
6549;Mandante;17;0;61%;428;18;4;0;2;5
6549;Visitante;13;0;39%;297;21;5;0;1;0
6551;Mandante;9;0;39%;333;17;0;1;3;3
6551;Visitante;12;0;61%;522;13;1;0;3;5
6550;Mandante;16;0;51%;414;21;1;0;0;11
6550;Visitante;9;0;49%;408;14;3;0;1;8
6552;Mandante;11;0;38%;268;17;2;0;5;4
6552;Visitante;9;0;62%;436;12;2;0;0;4
6555;Mandante;27;0;62%;543;11;1;0;1;9
6555;Visitante;12;0;38%;345;14;1;0;1;7
6554;Mandante;7;0;45%;360;10;1;0;0;6
